id_municipio,nome_municipio,sigla_uf,nome_regiao,gap_meta_2024,alunos_no_teste,soma_proba,soma_peso,prob_media_alfabetizacao
2702603,Feira Grande,AL,Nordeste,-6.74,40,14.009287458992247,41.90999984741211,0.3342707590073471
4310603,Itaqui,RS,Sul,,43,18.7943285344968,56.135006070137024,0.3348058520028396
4313409,Novo Hamburgo,RS,Sul,-1.1933334,305,123.49260308073087,368.8321273326874,0.3348206241517032
4316907,Santa Maria,RS,Sul,-3.0333333,231,100.2498303911815,299.37130296230316,0.33486786942903796
4312401,Montenegro,RS,Sul,-4.0033336,109,40.71993722298843,121.548060297966,0.3350109999548042
4304606,Canoas,RS,Sul,-1.8266667,379,166.6012937115632,496.76537108421326,0.33537219663268436
2708501,São Luís do Quitunde,AL,Nordeste,-6.31,71,24.827099399051125,74.00999939441681,0.33545601408184905
4318002,São Borja,RS,Sul,-4.71,81,33.45237270937574,99.5309853553772,0.33610008571635686
4313508,Osório,RS,Sul,-7.6433334,69,27.72453886654615,82.4124014377594,0.33641221931246174
4314407,Pelotas,RS,Sul,,294,139.9008269040334,415.07770121097565,0.3370473202869663
2800308,Aracaju,SE,Nordeste,-5.46,556,204.93249241836608,606.1999994516373,0.3380608587986573
4316402,Rosário do Sul,RS,Sul,8.696667,42,17.88006732226109,52.88055598735809,0.33812177251947945
2707305,Porto Calvo,AL,Nordeste,-6.62,45,16.403179033016357,48.49999952316284,0.3382098802945855
2918357,João Dourado,BA,Nordeste,-6.79,41,13.871678067126146,41.0,0.33833361139332063
1507607,São Miguel do Guamá,PA,Norte,-6.41,116,45.766258925259,135.09000074863434,0.33878346784835345
2409407,Pau dos Ferros,RN,Nordeste,-5.5933332,34,13.854753665339995,40.859999656677246,0.3390786534937203
